state_code,msamd,census_tract_number
6,40140,0424.02
34,35084,0175.00
8,19740,0139.05
47,34980,0414.00
34,35084,0194.00
34,15804,7040.11
13,12060,0106.03
39,17460,1771.04
48,36220,0022.00
36,,0792.00
6,31084,2172.00
41,21660,0018.01
35,,0001.00
18,23060,0405.00
28,37700,0419.00
47,34980,0128.01
34,20764,7139.00
53,45104,0601.02
44,39300,0031.00
34,15804,5007.01
39,17460,1021.01
39,17140,0231.00
4,,9507.01
45,24860,0034.00
34,35084,0145.00
26,24340,0023.00
48,26420,2537.00
34,15804,6035.04
34,15804,7005.05
39,10420,5034.00
17,16974,8264.02
34,15804,7040.04
15,26180,0109.05
48,,7502.00
34,35084,0404.00
34,15804,7029.10
1,22520,0101.00
48,19124,0081.00
51,40060,0704.00
55,,9704.00
39,10420,5317.02
34,15804,7017.00
48,19124,0092.01
44,,0515.04
36,35644,0908.00
5,30780,9704.00
44,39300,0220.00
42,21500,0117.01
39,19380,0214.00
34,15804,7005.02
53,42644,0308.02
36,15380,0097.02
34,15804,6049.00
48,41700,1812.00
26,19804,5123.00
42,42540,4001.00
6,41740,0083.56
45,17900,0210.11
17,16580,9547.00
29,41180,1173.00
40,,9620.00
53,45104,0703.09
34,15804,5020.00
36,40380,0124.00
34,20764,7157.00
26,28020,0110.02
27,33460,0249.03
55,36780,0003.00
36,35644,0966.00
46,,9406.00
23,,9551.00
29,41180,2102.00
37,16740,0029.04
41,38900,0065.02
6,31084,5720.02
34,35084,0101.00
72,,9547.00
40,46140,0068.02
36,35004,4124.00
6,37100,0080.04
36,35644,0014.03
48,23104,1065.08
48,11100,0147.00
12,45220,0024.07
28,27140,9505.00
39,18140,0309.00
26,19804,5514.00
34,20764,0046.00
47,32820,0095.00
27,33460,0213.00
47,32820,0098.00
42,38300,6044.00
6,40900,0070.08
48,26420,5557.00
47,32820,0101.10
41,32780,0030.02
42,29540,0126.02
39,19380,2201.00
17,37900,0305.01
24,25180,0102.00
47,32820,0106.30
50,15540,0021.02
12,48424,0077.17
8,19740,0009.02
19,16300,0008.00
34,35084,0371.00
25,37764,2171.00
27,,0101.00
54,,9665.00
54,,9701.00
18,18020,0102.00
48,41700,9602.01
6,41940,5033.17
39,19380,3550.00
25,,2066.00
36,35644,0233.00
47,17300,1012.00
48,26420,6903.00
49,,2102.01
45,17900,9706.01
36,28740,9543.00
39,49660,8004.00
29,44180,0043.02
46,,9677.00
48,41700,9604.01
48,15180,0126.08
48,41700,9605.00
35,10740,0047.21
54,34060,0115.00
49,36260,2013.00
36,15380,0108.05
37,16740,0057.12
39,,9659.00
35,22140,0002.02
33,,9710.00
39,17140,0053.00
36,10580,0328.01
27,33460,0204.00
20,,9667.00
72,41980,0310.05
42,37964,0245.00
29,28140,0133.01
39,17460,1751.06
25,12700,0105.00
55,33340,2011.01
41,38900,0334.00
54,16620,9556.00
12,,9803.00
34,15804,7031.02
17,19340,0215.00
72,,9602.00
54,16620,0020.00
34,35644,0124.00
39,18140,0068.23
27,,9503.00
1,13820,0059.05
49,30860,0007.02
22,29340,0033.00
34,20764,0023.01
27,33460,0304.02
27,41060,0104.02
37,24660,0138.00
37,,9512.00
6,41740,0186.01
42,10900,0062.02
29,44180,0051.00
6,31084,4332.00
17,,0301.00
36,15380,0025.02
72,32420,0817.00
12,14600,0012.03
40,36420,4002.00
13,42340,0008.00
54,,9620.00
39,18140,0215.00
36,35644,0128.04
36,35644,0844.00
35,10740,0107.09
42,11020,1004.00
6,36084,3420.00
37,,0114.00
5,26300,0120.00
39,17140,0109.08
26,22420,0106.03
39,17460,1127.00
50,15540,0032.00
6,36084,4231.00
34,12100,0004.00
37,24660,0161.01
6,42060,0001.01
42,37964,4023.00
36,35004,4105.00
42,37964,0362.01
39,10420,6009.01
13,12060,0081.02
42,37964,0352.00
36,10580,0607.02
37,48900,0120.05
53,42644,0322.08
54,48540,0210.00
41,38900,0105.00
42,,9807.00
36,35004,1584.05
29,41180,7001.13
41,38900,0022.01
47,32820,0087.00
6,41884,1262.00
48,21340,0103.12
48,19124,0190.18
36,15380,0108.06
36,15380,0109.01
53,42644,0002.00
48,41700,1719.07
50,,9637.00
18,23060,0106.01
40,36420,1087.07
1,12220,0418.00
45,17900,0214.01
34,20764,8017.00
48,19124,0307.00
36,15380,0112.00
26,11460,4162.00
48,19124,0111.03
48,,1801.02
35,10740,0107.15
53,45104,0723.07
34,20764,0035.00
55,48140,0001.00
48,17780,0004.00
55,33340,0703.00
40,,9931.00
40,22900,0401.02
39,17140,0077.00
55,33340,0047.00
48,26420,5428.00
48,41700,1719.12
48,10180,0201.01
22,26380,0012.02
12,27260,0124.00
6,46700,2507.02
29,,9910.00
13,12060,0403.01
39,17460,1722.01
47,34980,0145.00
54,,9522.00
40,46140,0305.07
32,29820,0033.05
36,15380,0119.02
40,36420,0003.00
38,22020,0010.01
24,12580,4502.00
46,,9656.00
36,15380,0125.02
39,41780,0403.00
55,,9606.00
39,19380,0022.00
25,15764,3171.02
47,32820,0109.00
5,22220,
36,35004,1122.14
15,26180,0089.07
45,,0311.00
25,39300,6441.01
48,19124,0039.02
36,15380,0134.00
47,32820,0210.20
36,35004,5179.02
39,17140,0086.01
26,47644,1578.00
39,17140,0093.00
51,47894,2009.00
34,20764,0054.00
48,19124,0014.00
36,35004,1583.11
39,17140,0214.22
48,26420,4205.00
17,16974,2210.00
40,46140,0076.32
34,15804,6046.00
48,28660,0213.03
41,38900,0015.00
26,22420,0024.00
34,15804,6084.01
42,38300,0806.00
39,18140,0504.00
34,15804,6034.00
53,44060,0119.00
48,26420,4319.00
30,,9946.00
48,26420,4322.00
33,,9713.00
34,20764,0531.04
47,34100,0704.00
42,37964,1050.07
29,28140,0105.00
27,20260,0025.00
28,,0602.00
48,19124,0048.00
25,15764,3154.01
48,23104,1115.27
34,35084,0458.02
24,13644,7044.01
40,,9929.00
34,15804,7032.02
22,10780,0102.00
36,,0153.02
48,12420,0016.06
6,41940,5019.00
27,33460,0236.00
36,27060,0004.00
72,41980,0605.01
6,31084,4050.01
34,15804,5016.07
48,41700,1301.00
34,15804,6026.01
18,,0202.02
42,39740,0116.02
8,19740,0061.00
41,41420,0015.01
39,17460,0931.00
34,15804,7026.01
39,45780,0071.01
48,19124,0215.09
1,22520,0108.00
45,17900,0105.02
55,48140,0021.00
51,47260,2107.00
26,22420,0122.02
34,15804,7029.05
27,33460,0514.00
12,14600,0015.02
36,35004,1457.03
5,,9514.00
39,49660,8133.00
13,12060,0504.00
34,15804,6068.00
27,33460,0266.03
39,10420,5318.02
12,45300,0202.05
34,35084,0119.00
36,45060,0301.02
1,23460,0109.00
29,27620,9702.00
51,40060,1008.17
48,29700,0018.01
34,15804,7022.04
49,41620,1128.13
34,15804,5002.02
34,15804,5012.08
34,15804,5012.10
51,16820,0202.00
45,17900,0205.10
34,15804,6065.00
50,,9702.00
6,41940,5032.17
34,15804,7022.06
42,39740,0119.01
40,46140,0045.00
48,19124,0166.06
21,17140,0640.00
41,,3607.02
1,23460,0015.00
29,41180,3118.02
34,35084,0057.00
34,15804,7004.03
55,,1402.01
13,12060,1005.00
48,23104,1038.00
45,16700,0104.00
27,33460,0261.02
42,37964,0062.00
42,37964,3044.02
49,41620,1130.07
2,21820,0007.00
51,13980,0206.00
47,,9620.00
55,39540,0010.03
36,10580,0206.00
34,35084,0442.00
51,31340,0104.02
36,10580,0213.01
34,35644,0046.00
55,33340,0211.00
55,33340,0006.00
47,16860,0602.00
42,,1113.00
32,29820,0005.19
34,15804,6015.00
35,10740,0107.11
20,28140,0433.01
40,36420,1081.09
35,10740,0107.12
42,38300,0901.00
55,,0034.00
37,20500,0017.10
33,40484,0814.00
45,17900,0210.07
48,32580,0212.01
53,42644,0298.01
20,28140,0530.05
42,37964,1052.02
48,19124,0178.13
47,,9644.00
41,38900,0073.00
37,24660,0155.00
26,22420,0111.02
39,41780,0404.00
40,36420,1004.00
26,19804,5807.00
48,19124,0306.02
41,,0304.02
40,36420,3014.05
47,16860,0024.00
48,19124,0164.06
26,47644,1666.00
15,26180,0032.00
40,36420,1017.00
31,30700,0005.00
53,42644,0215.00
18,,9676.00
40,36420,1020.00
40,36420,1025.00
39,17140,0101.01
51,47260,2125.00
32,29820,0032.15
34,35084,3733.00
53,36500,0114.20
20,,9659.00
40,36420,1029.00
34,20764,0015.04
36,15380,0239.01
48,41700,1614.01
37,49180,0037.00
29,41180,2176.00
51,47894,2018.02
40,36420,4003.00
48,23104,1046.02
48,26420,7204.00
48,26420,4520.00
28,27140,0108.04
48,23104,1304.05
47,32820,0205.42
36,35644,1275.00
49,41620,1001.00
47,32820,0207.00
35,29740,0005.00
32,29820,0029.53
36,15380,0143.00
26,19804,5588.00
44,39300,0201.01
36,15380,0145.01
23,,0110.00
55,33340,0190.00
39,17460,1105.00
53,42644,0305.01
37,16740,
29,41180,1186.00
55,48140,0010.00
42,25420,0127.00
39,37620,0202.00
16,38540,0010.00
48,31180,0006.05
12,22744,1007.00
49,,9751.00
26,47644,1541.00
40,36420,3014.04
36,15380,0147.01
6,41740,0087.02
55,33340,0907.00
48,28660,0209.00
27,33460,0038.00
34,15804,5014.03
39,18140,0203.20
12,35840,0027.11
39,17140,0260.02
12,15980,0901.00
34,35084,0405.00
42,42540,1002.00
6,31084,7017.01
27,33460,0608.19
48,19124,0087.01
34,15804,7003.06
34,20764,8058.00
28,27140,0012.00
34,,6065.00
54,16620,0129.00
48,19124,0162.01
34,15804,6078.02
25,37764,2521.01
34,35084,0445.02
39,10420,5017.00
12,23020,0215.00
22,33740,0058.00
36,,3029.00
26,19804,5209.00
36,10580,0325.04
51,47260,0201.00
36,10580,0330.02
42,21500,0024.00
54,,9680.00
39,19380,0021.00
38,,9623.00
48,,3106.01
54,,9670.00
55,33340,0171.00
72,41980,0060.00
34,35084,3732.00
18,23060,0117.01
41,13460,9913.00
33,40484,0805.00
12,37340,0651.23
13,12260,0303.04
51,40060,4004.00
34,35084,0118.00
48,19124,0315.06
1,13820,0108.04
42,37964,2040.04
6,41740,0085.10
39,17460,0709.01
51,47894,4615.00
36,35644,0259.00
34,35084,0409.00
29,41180,7011.01
22,29180,0011.00
13,46660,0101.01
19,16300,0002.03
37,39580,0412.00
27,20260,0132.00
40,46140,0076.39
9,35300,1403.00
40,36420,1069.09
35,10740,9634.00
48,12420,9508.00
34,15804,6083.02
35,10740,9635.00
5,38220,0017.00
36,,0254.00
6,31084,4016.02
34,35084,0216.01
17,16974,0901.00
35,10740,9701.02
20,48620,0058.00
42,37964,1015.05
27,33460,0242.00
42,37964,1031.03
12,27260,0205.00
48,26420,2527.00
47,32820,0224.21
42,37964,1033.00
23,,9521.00
27,33460,0022.00
36,35004,1582.07
17,16974,8090.00
37,20500,0020.12
42,37964,1036.00
18,29140,
47,32820,0410.00
8,24300,0017.03
41,38900,9711.00
26,19804,5671.00
42,37964,1038.00
13,17980,0107.01
48,21340,0003.02
4,,9427.00
48,18580,
72,41980,5608.02
34,35644,0571.01
27,33460,0502.30
12,45300,0264.00
48,,0203.00
6,,0008.00
47,34980,0119.00
21,31140,0114.04
27,33460,0704.03
39,45780,0401.00
40,46140,0075.03
49,36260,1251.03
42,49660,0330.00
6,41884,1041.01
37,20500,0015.01
12,45300,0302.01
48,19124,0060.01
50,15540,0003.00
36,,0601.00
45,12260,0212.01
17,16974,7107.00
42,38300,6018.00
40,36420,1055.00
37,40580,0112.00
40,36420,1056.00
34,35084,0431.00
35,10740,0001.13
24,47894,8019.01
72,41980,2015.00
16,14260,0003.02
55,33340,0076.00
36,45060,0162.00
40,36420,1060.00
19,,0023.00
40,36420,1061.00
49,41620,1048.00
36,15380,0144.00
17,,0510.00
29,44180,0041.03
24,47894,8607.03
51,47260,0208.05
51,47894,9012.12
51,47260,0422.01
34,35084,0445.01
37,11700,0007.00
36,35644,0173.00
27,33460,0704.05
39,17460,2030.00
27,33460,0277.00
36,15380,0150.03
45,43900,0220.04
37,22180,0010.00
36,15380,0152.02
13,12060,0504.20
36,15380,0154.02
6,40140,0045.04
42,39740,0006.00
45,17900,9601.00
33,31700,0143.00
39,45780,0205.00
36,15380,0035.00
29,28140,0142.04
19,19780,0207.00
32,,9513.00
35,,9586.02
36,15380,0155.01
36,45060,0138.00
27,31860,9802.00
27,,9604.00
34,20764,8061.00
53,28420,0111.00
36,15380,0156.00
53,42644,0501.02
29,28140,0128.01
42,,3005.00
53,38900,9502.00
29,41180,1034.00
72,41900,8502.00
51,,0601.00
12,27260,0166.01
34,35084,0125.00
47,34980,9501.00
47,32820,0211.36
22,35380,0263.00
48,,7907.00
47,32820,0058.00
39,17140,0412.00
29,41140,0102.00
36,39100,1902.02
36,35004,5197.04
40,,5003.01
36,15380,0160.02
37,39580,0542.02
36,15380,0161.00
17,16580,0012.05
55,,9505.00
40,36420,2021.05
6,12540,0055.03
39,17460,1082.00
39,18140,0306.00
34,35644,0039.00
31,36540,0059.02
36,15380,0201.00
45,17900,0205.09
25,14484,1304.01
36,15380,0204.00
32,29820,0047.03
35,,9588.00
12,45300,0268.16
45,16740,0609.02
42,38300,7320.00
36,15380,0205.00
18,21780,0101.00
2,11260,0023.03
41,,9503.00
48,41700,1909.01
39,19380,3150.01
17,16974,6407.00
12,,0148.01
48,48660,0122.00
44,39300,0508.02
36,15380,0217.00
51,,0406.00
47,32820,0034.00
42,37964,2016.05
39,,9747.00
39,,9774.00
36,15380,0222.00
48,19124,0137.17
6,40140,0017.02
29,41180,1246.00
22,35380,0105.00
36,15380,0224.01
37,27340,0005.00
36,15380,0226.02
39,18140,0067.10
36,,0115.01
40,46140,0043.01
26,,0309.00
37,16740,0024.00
39,17460,1102.00
40,46140,0075.19
22,33740,0006.00
37,39580,0542.01
4,38060,1164.00
34,35084,0149.00
23,,9559.00
34,35084,0423.01
48,19124,0121.00
35,10740,0011.02
12,45300,0108.08
6,36084,3880.00
48,19124,0138.01
32,29820,0041.00
25,14484,4001.00
18,11300,0004.00
6,40140,0425.10
39,17460,1234.00
27,,
48,32580,0236.00
29,41180,1014.00
56,,9707.00
47,16860,0104.13
55,24580,0205.01
34,35084,0035.00
34,20764,0005.02
36,10580,0014.00
48,12420,0008.04
51,47260,0802.02
6,40900,0056.06
34,20764,7153.01
12,36740,0307.01
47,32820,0217.52
18,26900,9563.00
12,22744,0604.03
42,38300,2632.00
39,17140,0223.01
37,39580,0534.04
24,12580,4034.00
47,,9901.00
34,20764,0037.00
49,36260,2002.02
48,19124,0136.12
34,47220,0203.00
6,42044,0758.15
27,33460,0219.00
6,31084,4638.00
48,19124,0141.17
42,38300,1921.00
48,23104,1003.00
27,33460,0512.01
48,47020,0008.00
29,41180,1157.00
48,23104,1010.00
34,15804,5021.00
55,36780,0008.00
24,12580,3061.00
34,48864,0212.01
49,36260,9702.00
39,,0023.00
36,45060,0207.02
42,37964,1043.00
53,42644,0323.17
55,31540,0020.00
39,,9585.00
35,10740,0006.01
45,17900,9504.00
9,14860,2001.00
53,45104,0724.08
48,23104,1115.14
34,15804,6085.04
17,16974,1907.00
47,28940,0005.00
51,40060,9505.00
49,36260,1255.01
26,19804,5185.00
51,40060,2013.00
39,17460,1053.00
49,36260,1255.02
49,36260,1255.03
48,,9504.00
55,33340,0120.00
42,38300,2630.00
48,41700,1914.06
6,31084,2190.10
54,37620,0104.00
48,23104,1110.12
35,10740,9707.00
27,33460,0705.01
42,37964,2034.02
12,14600,0004.08
9,25540,4903.02
27,33460,0705.02
40,46140,0071.02
27,33460,0001.01
36,,0804.00
39,17460,1245.00
33,,9705.00
17,16974,2518.00
26,22420,0112.11
72,25020,2701.00
26,19804,5952.00
37,,0501.00
27,33460,0707.03
42,38300,9805.00
48,12420,0208.01
18,45460,0104.00
51,47894,9001.00
39,17460,1071.00
53,42644,0093.00
6,41940,5033.04
6,40900,0052.02
36,35644,0227.00
39,17140,0259.00
72,41980,0090.00
34,20764,0051.00
48,23104,1052.03
53,30300,9804.00
36,15380,0231.00
6,44700,0017.00
42,42540,2107.00
31,,9642.00
26,19804,5164.00
29,28140,0301.02
38,,9573.00
34,20764,7114.00
17,,0010.00
48,26420,3214.00
36,10580,0319.00
42,,0204.00
4,38060,1097.01
34,35644,0572.00
26,47644,2637.00
48,47380,0040.00
17,16974,3111.00
48,23104,1115.38
42,37964,4020.00
36,10580,0139.02
8,19740,9912.05
31,,9623.00
36,15380,0242.01
33,40484,0640.00
36,35004,4054.00
32,39900,0002.00
36,15380,0244.05
32,29820,0001.03
55,20740,0101.00
36,15380,0244.06
39,18140,0003.30
1,,0210.00
37,48900,0111.00
42,37964,2032.04
39,17460,1077.00
17,16974,0810.00
55,43100,0108.00
36,35004,5181.00
48,19124,0001.00
9,14860,0302.00
53,42644,0112.00
42,,0103.00
24,12580,3029.01
27,33460,0266.10
55,43100,0011.00
29,28140,0147.02
48,23104,1304.10
39,17140,0109.01
48,19124,0141.26
13,,0107.04
42,42540,1118.00
34,20764,0535.02
42,37964,2019.01
32,39900,0010.07
42,37964,0042.01
17,16974,8153.00
55,43100,0110.00
35,,0106.00
55,43100,0109.00
48,13140,0064.00
13,42340,0042.02
53,36500,0107.00
42,10900,0160.02
55,43100,0010.00
19,19780,0112.02
48,26420,2214.00
41,21660,0054.00
36,15380,0098.00
17,16974,8410.02
55,43100,0009.00
27,20260,0013.00
40,46140,0076.18
48,12420,0018.41
34,15804,5005.00
34,20764,7174.00
55,43100,0007.00
29,41180,2142.00
54,16620,0011.00
34,35644,0193.02
39,17460,1011.01
40,36420,1064.03
25,14484,4132.00
40,36420,1065.02
31,36540,
40,36420,1066.07
53,42644,0232.01
29,28140,0139.04
29,44180,0201.02
35,10740,0001.09
4,,9903.00
42,27780,0109.00
35,10740,0001.10
37,25860,0202.02
53,45104,0713.04
27,33460,0035.02
47,16860,0113.22
54,34060,0101.00
48,31180,0019.04
6,31084,4336.01
48,18580,0011.00
34,20764,0086.04
6,47300,0023.02
35,10740,0001.24
39,17460,1115.00
27,33460,0706.01
39,17460,1113.00
29,28140,0135.02
49,36260,2001.00
35,10740,0002.03
32,29820,0058.18
35,10740,0006.04
48,26420,6607.00
28,,0106.00
6,40900,0091.09
36,35644,0626.00
45,43900,0224.02
53,42644,0511.00
40,,9890.00
36,35644,0090.00
27,33460,0607.25
8,17820,0069.00
53,44060,0015.00
11,47894,0008.02
30,24500,0010.00
36,35004,3039.00
34,20764,8112.00
27,33460,0710.11
26,29620,0004.00
33,31700,0122.00
39,19380,0212.00
34,15804,7012.01
45,,0213.02
27,33460,0332.00
53,,9702.00
34,15804,6077.01
47,28940,0211.00
48,23104,1065.16
55,,9618.00
8,24540,0004.02
33,,0131.00
24,12580,4208.00
36,,0355.00
6,32900,0019.02
6,40140,0425.06
39,17140,0089.00
17,16974,8035.00
29,28140,0114.05
33,31700,0104.00
8,19740,0098.24
42,38300,4100.00
37,16740,0210.01
36,10580,0517.01
48,23104,1132.18
29,41180,2207.02
1,13820,0217.00
48,32580,0217.00
40,,9966.00
49,36260,1258.06
39,17140,0013.00
26,,2916.00
51,,0706.00
6,31084,2627.02
42,37964,1054.00
37,39580,0541.09
42,37964,1056.00
36,45060,0103.21
49,36260,1259.06
45,44940,0018.01
45,16740,0602.00
30,13740,0011.00
42,37964,0365.00
49,36260,1261.05
39,18140,0063.60
41,13460,9920.00
72,,9576.00
48,,7904.00
39,18140,0323.00
39,17460,0238.00
49,36260,1261.06
42,38300,4781.00
6,12540,0028.20
45,24860,0101.00
49,,9754.00
37,16740,0203.03
19,,9508.00
53,45104,0617.00
36,39100,1200.00
48,23104,1504.02
6,25260,0002.00
48,,7408.00
45,22500,0018.00
39,18140,0063.71
48,26420,6922.00
29,41180,1096.00
27,33460,0711.01
42,37964,4099.03
51,47260,0057.01
55,,9707.00
6,33700,0005.07
39,17460,1821.06
13,42340,
48,19124,0615.00
47,28940,0208.00
24,47894,8001.07
48,26420,2506.00
48,19124,0004.01
27,33460,0229.01
26,,9607.00
6,32900,0018.01
48,12420,0022.06
48,23104,1131.11
40,36420,1066.09
47,32820,0092.00
36,35644,0001.03
42,37964,0115.00
72,41980,0310.02
13,40660,0013.00
39,17460,1246.00
40,36420,1068.01
41,,1200.00
42,29540,0125.01
35,10740,0001.18
40,36420,1090.01
53,48300,9507.00
39,17460,1151.00
40,,0404.00
36,15380,0240.02
36,15380,0032.01
39,31900,0009.00
40,36420,3010.04
34,35084,0152.00
49,41620,1128.07
6,31084,5529.00
31,,9936.00
34,15804,6028.00
34,15804,7016.00
17,16974,1911.00
48,46340,0022.00
36,,9518.00
36,35004,1226.03
54,34060,0114.00
19,19340,0137.04
42,49620,0209.21
36,35644,0863.00
41,38900,0072.01
26,19804,5517.00
21,30460,0406.00
36,35004,1352.05
49,36260,1262.03
48,19124,0181.24
34,12100,0117.01
1,13820,0100.01
36,,9909.00
29,41140,0016.00
1,13820,0211.00
47,,9685.00
29,41180,1101.00
41,,0008.00
49,36260,1263.06
35,,0013.00
49,36260,1265.00
41,21660,0020.01
36,,9906.02
34,35084,0045.00
45,,0112.03
39,18140,7504.00
30,,9406.00
36,40380,0206.00
38,,9536.00
55,48140,0002.00
39,17460,0501.00
36,35644,0093.00
13,12060,0402.02
72,41980,0316.51
37,24660,0116.02
40,36420,0009.01
48,10180,0106.00
51,40060,1009.27
49,36260,1269.01
48,19124,9603.00
27,33460,0712.07
54,,9561.01
27,33460,0712.09
27,33460,0312.00
31,,9685.00
46,39660,0204.00
27,33460,1002.02
45,44940,0008.98
42,38300,8014.00
25,14484,0814.00
39,17460,0707.00
35,10740,0007.10
16,14260,0012.02
48,41700,1608.00
36,,0121.01
29,44180,9601.00
27,33460,0610.04
36,13780,0120.00
29,41180,2203.00
12,37380,0602.01
49,41620,1135.22
36,15380,0244.03
34,35084,0097.00
49,36260,1270.02
40,36420,1069.07
40,36420,1069.15
47,34980,0167.00
53,42644,0018.00
42,10900,0058.00
49,36260,2006.00
18,34620,0026.02
45,24860,0029.01
8,17820,0052.01
49,36260,2007.00
36,,0726.00
39,10420,5064.00
56,16220,0010.00
34,20764,0006.05
13,40660,0011.00
42,,3317.00
42,38300,7140.00
42,29540,0104.00
42,38300,2618.00
12,19660,0815.00
51,,9509.00
42,,0013.00
55,33340,0037.00
29,28140,0130.03
48,30980,9505.00
45,,9507.00
34,35644,0020.00
41,41420,0014.00
27,33460,0120.03
48,,0241.05
47,32820,0068.00
33,31700,0022.00
6,40140,0427.20
39,10420,6004.01
51,47260,0460.10
42,38300,5020.00
36,24020,0900.00
27,33460,1003.00
42,10900,0067.02
35,,9527.00
27,33460,1005.00
27,33460,1007.03
22,35380,0202.01
40,,9987.00
42,38300,4171.00
26,13020,2812.00
34,35084,0401.02
36,15380,0030.00
6,41884,6037.00
29,41180,2113.32
34,35084,0388.00
17,16974,7001.00
48,,9605.00
36,45060,0110.22
42,42540,1123.00
36,40380,0113.02
48,19124,0065.02
53,,0012.00
46,,9581.00
42,29540,0115.04
49,36260,2016.00
51,40060,0403.00
51,47894,9012.18
12,33124,0084.10
72,41980,1903.02
42,,0313.00
49,36260,2103.01
49,36260,2103.02
13,12060,0505.13
49,36260,2105.01
42,37964,1016.07
42,42540,2162.00
48,26420,6925.00
27,33460,0215.01
39,17460,1043.00
42,38300,8023.01
47,,9659.00
34,15804,5011.01
6,41740,0085.13
36,,9618.00
34,15804,6069.01
53,42644,0522.05
24,12580,4035.00
25,15764,3504.00
13,15260,9802.00
33,,0385.00
30,33540,0008.00
42,37964,4042.00
48,,7503.00
36,35644,0041.00
39,18140,0115.50
42,37964,4048.00
42,37964,4056.00
29,41180,2136.00
48,47380,0030.00
36,35004,5173.02
53,45104,0721.09
40,36420,1072.13
51,47260,0104.00
47,32820,0080.00
37,16740,0407.00
6,41884,0127.00
39,,9748.00
40,36420,1072.14
6,41940,5050.07
40,36420,1072.16
55,33340,0184.00
40,36420,1072.19
36,10580,9904.00
26,24340,0044.00
6,31084,4027.04
72,41980,5003.01
40,36420,1072.21
20,48620,0095.07
37,48900,0105.01
34,35084,0218.02
17,16974,8278.05
51,47894,1001.00
40,36420,1073.05
40,36420,1088.01
47,32820,0210.10
34,35084,3739.00
6,40140,0088.00
37,16740,0058.12
42,38300,9816.00
28,27140,0302.06
40,36420,1074.02
48,23104,1106.02
38,22020,0401.00
40,46140,0501.05
39,17460,1076.00
31,36540,0035.00
47,,1203.00
46,,9977.00
27,33460,1008.02
36,45060,0042.00
36,35644,0074.00
48,12420,0014.03
47,32820,0033.00
9,14860,0728.00
6,31084,6037.02
42,37964,4029.00
72,41980,0501.05
27,33460,0601.03
36,,0723.00
42,37964,0275.00
37,11700,9901.00
54,,9519.00
27,33460,0606.04
34,15804,6089.03
48,19124,0318.04
39,17140,0134.00
48,26420,4535.00
12,37340,0647.00
48,19124,0209.00
54,,9540.00
49,36260,2105.06
20,28140,0529.04
33,40484,0710.00
49,36260,2106.00
22,29340,0002.00
34,12100,0117.02
4,46060,0039.01
42,10900,0145.00
36,35644,0589.00
42,37964,0061.00
42,38300,4772.00
39,17140,0413.02
53,,9203.00
29,41180,1104.00
39,10420,5035.00
26,34740,0019.01
48,23104,1223.00
34,20764,0084.03
12,45220,0026.02
55,33340,0060.00
47,,9709.00
48,13140,0217.00
48,23104,1504.01
20,28140,0535.02
48,41700,1315.02
36,35004,1466.05
39,17460,0132.00
37,39580,0541.08
29,41180,3111.03
24,13644,7013.06
40,36420,1076.04
27,,9506.00
40,36420,1076.07
40,46140,0058.05
45,34820,0604.02
48,19124,0046.00
51,,9510.00
72,32420,0820.01
39,,9527.00
48,,9502.02
21,31140,0109.02
72,41980,1001.02
40,36420,1078.01
54,,9505.00
27,33460,0095.00
42,38300,4267.00
18,43780,0109.00
42,,0303.00
36,35004,4151.02
48,12420,0006.04
72,41980,0503.11
27,33460,0275.04
27,33460,0512.03
42,37964,1058.10
49,,9605.00
25,39300,6332.00
32,16180,0003.00
53,45104,0635.01
27,33460,0605.07
13,12060,0601.01
42,38300,6014.00
13,12060,0055.01
48,19124,0126.01
45,17900,0203.00
26,47644,2474.00
37,49180,0701.00
39,17460,1522.02
22,29340,0035.00
27,33460,0607.34
36,45060,0054.00
40,36420,1077.05
17,16974,1401.00
29,41180,1165.00
31,,9647.00
42,,9602.00
32,29820,0058.05
27,33460,1034.00
37,16740,0406.00
40,,9889.00
39,17140,0310.00
4,38060,1042.12
55,33340,0113.00
39,45780,0078.00
27,20260,0005.00
72,41980,0020.02
40,46140,0046.00
42,38300,7421.00
44,39300,0309.01
48,26420,4336.00
37,25860,0106.00
55,24580,0016.00
47,34980,0110.01
47,32820,0066.00
27,33460,0203.01
36,10580,0614.02
27,33460,0501.08
47,32820,0213.10
42,38300,8006.00
45,24860,0036.01
48,26420,4204.00
39,,9633.00
27,33460,0501.12
34,35084,0113.01
51,,0304.00
45,16700,0102.00
17,29404,8652.00
40,46140,0074.11
13,42340,0037.00
36,35644,0111.01
36,35644,0784.00
27,33460,0502.16
40,22900,0406.00
31,36540,0101.06
37,16740,0030.12
53,42644,0071.00
6,31084,2200.00
34,35644,0165.00
53,,9202.00
27,33460,0502.21
27,33460,0502.24
48,12420,0018.48
39,18140,0204.00
42,38300,5240.00
42,37964,3048.00
48,28660,0234.02
6,41884,0103.00
27,33460,0506.07
27,33460,0506.10
48,23104,1216.04
39,18140,0038.00
17,,9508.00
48,26420,6920.00
32,29820,0062.02
32,29820,0060.00
12,38940,0015.02
20,31740,0009.00
39,,9862.00
39,17460,1414.00
27,33460,0507.11
27,33460,0507.12
26,47644,1679.00
36,21300,0110.00
22,12940,9531.02
4,38060,0715.09
55,33340,0910.00
32,29820,0050.11
39,17460,2055.00
27,33460,0515.01
4,46060,0047.15
37,39580,0605.00
13,17980,0014.00
46,,9569.00
42,25420,0242.00
