state_code,msamd,census_tract_number
42,38300,2509.00
12,22744,1001.01
6,31084,5321.01
12,22744,1001.03
13,12260,0303.05
12,22744,1002.00
17,16974,8708.07
6,31084,3022.02
17,16974,2228.00
17,,9563.00
6,40140,0452.04
18,,9766.00
6,31084,4073.01
18,23844,0432.01
25,37764,2011.00
6,31084,5436.04
1,,9887.00
18,23844,0424.01
4,38060,4225.01
48,11100,0146.00
55,36780,0032.00
26,22420,0129.04
12,22744,1101.00
12,22744,1103.03
12,22744,1103.06
20,,0526.03
13,12060,1403.06
12,22744,1103.08
17,29404,8647.00
27,33460,0508.14
23,30340,0108.00
25,14484,0901.00
40,,0406.00
12,22744,1103.11
37,48900,0116.01
33,40484,0036.02
24,13644,7001.02
17,16974,2826.00
12,33124,0039.08
6,40900,0096.07
12,33124,0101.61
24,12580,5062.00
17,16974,2505.00
12,45300,0120.01
6,42220,1528.02
39,49660,9310.00
25,14484,4034.00
12,45300,0121.03
12,45300,0121.05
8,17820,0033.04
12,45300,0121.06
48,15180,0125.04
31,,9866.00
12,45300,0114.09
12,45300,0122.07
48,21340,0010.01
48,18580,0033.01
12,34940,0006.00
36,35644,0027.01
12,45300,0122.08
20,48620,0021.00
42,,0502.00
6,31084,4801.02
37,49180,0019.01
6,41940,5125.06
6,33700,0038.02
39,44220,0031.01
12,33124,0088.04
34,20764,8069.00
48,,0003.00
12,45300,0124.03
47,,9621.00
53,42644,0036.00
12,45300,0125.01
40,30020,0009.00
42,37964,1058.11
6,36084,4021.00
12,45300,0125.02
17,16974,8197.00
25,14484,0820.00
6,41740,0120.03
6,40900,0029.00
12,45300,0128.00
37,20500,0003.02
32,29820,0028.21
42,37964,0103.00
37,,9812.00
12,45300,0132.04
24,12580,4026.03
6,41740,0191.06
12,45300,0132.08
12,45300,0133.12
36,35644,0397.00
44,39300,0211.00
12,45300,0134.05
32,29820,0032.20
48,15180,0109.00
12,45300,0134.06
12,45300,0135.01
36,46540,0238.00
48,19124,0316.12
54,,0206.00
19,19340,0128.01
48,31180,0004.02
21,31140,0006.00
12,45300,0137.01
6,49700,0506.04
36,35644,0130.00
13,12260,9505.00
12,45300,0137.02
42,38300,3207.00
12,45300,0138.02
22,35380,0277.05
25,15764,3372.02
12,45300,0138.05
53,14740,0910.00
12,45300,0139.07
13,42340,0026.00
41,38900,0046.01
48,19124,0166.13
6,41884,6132.00
12,45300,0139.08
6,31084,1281.00
6,23420,0029.01
18,45460,0005.00
42,37964,3080.00
20,28140,0440.01
72,41980,3019.00
48,36220,0029.00
20,45820,0024.00
12,22744,1103.13
24,12580,2708.03
12,22744,1103.14
42,,0027.00
25,14484,0102.02
17,,9642.00
13,19140,0003.02
12,37340,0699.02
6,31084,5356.03
13,12060,0114.15
24,12580,7504.00
12,22744,1103.15
56,,9752.00
22,35380,0006.02
72,,9501.00
10,48864,0148.05
12,45300,0272.08
42,48700,0004.00
12,22744,1103.18
27,33460,0209.03
16,,9603.00
55,11540,0124.00
6,31084,5765.02
37,39580,0535.13
12,22744,0423.00
48,19124,0062.00
36,40380,0149.03
6,12540,0002.00
22,35380,0234.00
6,40900,0072.09
6,25260,0007.02
12,22744,0103.03
12,22744,0104.04
39,17140,0204.01
12,22744,0104.05
4,39140,0004.00
12,22744,0105.01
12,22744,0106.03
12,22744,0106.04
6,40140,0414.04
40,,9681.00
26,47644,2631.00
12,22744,0106.07
11,47894,0095.04
53,42644,0520.06
1,,0310.00
17,41180,4009.03
53,42644,0409.00
12,22744,0106.08
13,12020,1405.00
19,,9807.00
24,13644,7033.02
12,22744,0107.02
12,22744,0108.00
24,19060,0017.00
12,22744,0109.00
48,10180,0121.00
1,12220,0420.02
6,36084,4511.02
27,,0004.10
12,22744,0202.04
42,37964,2041.01
12,22744,0202.05
12,22744,0203.10
28,27140,
12,18880,0210.00
26,28020,0019.04
18,26900,3506.00
39,49660,9204.00
12,22744,0203.15
12,22744,0203.16
48,41700,1913.02
12,22744,0203.19
12,22744,0203.21
12,22744,0203.22
25,39300,6413.00
21,36980,0018.00
28,27140,0209.00
48,12420,0018.24
22,35380,0039.00
17,19340,0236.00
12,45300,0141.06
13,16860,0206.02
6,40900,0036.00
8,,9692.00
17,16974,0509.00
12,45300,0141.08
12,33124,0100.05
9,35300,1657.00
29,41180,8006.01
37,24660,0169.00
12,45300,0304.03
48,,6746.00
12,45300,0310.01
36,35644,1168.00
18,31140,0703.01
12,45300,0310.03
6,41940,5120.16
12,45300,0310.04
21,30460,0002.00
12,37340,0625.00
24,12580,4025.07
34,35084,0415.00
25,14484,1603.00
12,45300,0310.07
20,28140,0527.00
5,30780,0206.00
13,12060,0303.32
12,45300,0313.00
12,45300,0314.01
54,,9542.00
26,47644,1420.00
12,36740,0170.11
26,47644,2324.00
6,47300,0026.01
22,10780,0136.00
22,,9537.00
39,17460,1773.03
12,45300,0314.05
26,19804,5264.00
45,43900,0218.02
26,24340,0127.01
20,,9722.00
42,49620,0007.00
17,29404,8642.03
12,36100,0024.01
12,45300,0315.02
54,34060,0112.00
51,47894,1018.00
8,19740,0013.01
6,31084,2091.02
36,35644,1529.02
8,19740,0120.36
6,44700,0011.02
6,40140,0402.03
4,38060,1059.00
12,45300,0315.03
12,45300,0057.00
6,41740,0166.17
50,15540,0010.00
6,42044,0627.02
12,45300,0316.00
6,42020,0119.01
53,49420,0002.00
6,42044,0014.04
23,,0250.00
17,16974,8517.00
29,28140,0007.00
48,41700,1208.00
12,45300,0317.01
17,,0302.00
6,46700,2525.02
12,45300,0317.02
39,48260,0002.00
12,45300,0317.04
12,45300,0318.01
12,48424,0015.00
40,46140,0073.05
13,12060,0303.25
23,38860,0120.00
19,19340,0111.00
17,16974,4203.00
12,22744,1005.00
4,38060,1074.00
12,33124,0042.02
9,,3081.00
48,26420,5517.00
12,22744,0204.11
22,35380,0702.00
6,31084,1199.00
6,31084,4327.00
48,41700,1821.04
12,22744,0301.00
48,26420,2109.00
12,22744,0302.00
12,22744,0303.02
37,39580,0528.04
17,16974,5808.00
48,26420,4334.00
12,22744,0402.02
26,19804,5765.00
39,17140,0019.00
12,45300,0229.01
30,,1001.00
12,22744,0403.00
25,49340,7309.01
72,49500,7402.00
12,22744,0405.02
49,41620,1010.00
12,22744,0409.01
19,19340,0129.01
72,41980,0045.00
12,45300,0254.07
32,29820,0049.23
6,31084,5716.00
17,16974,2412.00
12,22744,0414.00
19,11180,0105.00
18,26900,3101.05
12,22744,0428.00
6,42044,0992.25
6,40140,0403.02
1,,9509.00
12,22744,0432.00
12,22744,0502.02
24,12580,0806.00
9,25540,8901.00
36,35644,0970.00
35,10740,0037.17
55,11540,0203.01
34,45940,0031.00
6,32900,0022.02
6,36084,4419.22
12,48424,0077.34
12,15980,0802.02
12,22744,0502.03
36,35004,1121.02
12,33124,0001.11
25,14484,4006.00
6,31084,9106.03
17,16974,0105.00
9,35300,1505.00
18,,9758.00
12,22744,0503.05
17,37900,0203.01
17,19180,0103.00
39,19380,2406.00
18,,9679.00
54,,9504.00
37,25860,0213.02
48,32580,0235.04
12,22744,0507.01
6,40900,0314.05
8,22660,0010.03
12,36740,0308.01
36,35644,0029.02
39,10420,6015.03
22,29180,0018.00
22,12940,0039.03
6,40900,0211.04
6,33700,0011.00
12,22744,0601.05
6,41740,0170.36
17,16580,0059.00
9,14860,0725.00
36,40380,0304.00
22,35380,0088.00
36,35004,1588.02
6,40900,0015.00
12,22744,0601.08
9,14860,0220.00
6,42044,0422.06
37,,9505.02
21,31140,0123.02
22,33740,0052.01
35,10740,9711.00
42,39740,0012.00
1,13820,0304.04
48,13140,0305.01
6,42044,0890.01
12,37460,0004.00
32,29820,0029.62
17,16974,8442.01
12,45300,0320.04
9,25540,4736.02
12,45300,0321.02
12,45300,0201.01
20,28140,0534.07
26,,6346.00
12,45300,0202.01
36,35644,0058.00
42,29540,0126.01
47,,9754.00
12,45300,0214.00
33,31700,0152.00
19,19780,0204.00
26,24340,9704.00
24,12580,7411.00
34,35644,1337.00
12,45300,0215.00
12,45300,0220.00
51,47894,0103.03
12,45300,0222.00
17,16974,7404.00
12,45300,0225.02
42,,0207.00
36,35644,0562.00
12,45300,0225.03
12,45300,0226.01
6,31084,6209.01
48,15180,0131.06
12,36740,0134.02
6,41884,6031.00
12,45300,0226.02
24,12580,2606.04
23,,0450.00
12,45300,0227.00
51,40220,0208.00
4,38060,1075.00
12,45300,0233.00
18,33140,0418.00
13,12060,0907.01
12,45300,0235.00
20,31740,0005.00
26,12980,0013.00
6,39820,0119.00
55,33340,0053.00
42,38300,4741.01
36,10580,0613.03
12,45300,0236.00
6,31084,5515.00
6,40140,0087.05
12,45300,0240.01
39,,9722.00
13,40660,0001.00
19,,0011.00
36,35644,0803.02
12,45300,0240.04
22,12940,0001.00
55,33340,1302.00
22,35380,0412.06
12,45300,0240.05
24,12580,4036.02
20,28140,0521.01
26,19804,5261.00
17,,0209.00
35,,9882.00
18,11300,0014.00
6,46700,2524.01
8,19740,0070.07
17,,9707.00
12,45300,0242.00
21,31140,0203.00
8,19740,0120.35
25,14484,5307.00
12,45300,0244.03
41,38900,0328.00
9,25540,5151.02
38,,9670.00
50,,9595.00
27,33460,0203.03
12,48424,0069.03
40,30020,0011.00
51,47260,0038.00
21,31140,0035.00
12,45300,0244.04
18,,0205.00
39,18140,0013.00
45,,0114.04
19,19340,0130.00
26,,0617.00
12,45300,0244.06
12,45300,0244.07
12,45300,0245.08
27,20260,0136.00
4,38060,1157.00
16,14260,0005.00
12,45300,0246.02
17,16974,4501.00
18,23060,0105.00
12,18880,0217.00
26,47644,2617.00
12,22744,1103.21
12,37460,0005.00
37,39580,0536.00
12,37460,0011.00
18,23060,0112.02
1,33860,0054.06
5,,0307.00
12,45300,0277.01
8,22660,0028.00
12,37460,0012.00
49,41620,1113.05
13,12060,0302.13
9,25540,6301.00
31,30700,0036.06
39,17140,0043.00
12,45300,0250.01
5,30780,0013.00
1,13820,0118.03
15,,0213.00
21,31140,0305.02
12,45300,0250.04
18,21780,0013.00
26,19804,5148.00
12,45300,0250.09
26,47644,7110.00
12,45300,0251.07
48,26420,6624.00
12,45300,0251.12
17,40420,0103.00
48,19124,0141.03
55,,0016.00
13,12060,0084.00
48,26420,7105.00
27,33460,0507.02
17,44100,0002.02
17,,9775.00
12,45300,0114.10
12,45300,0251.20
12,18880,0211.02
48,26420,7601.00
1,33860,0061.00
48,12420,0018.52
15,26180,0080.03
36,35004,4154.01
36,13780,0129.00
8,19740,0085.16
54,,9667.00
12,45300,0037.00
12,45300,0252.05
12,45300,0253.01
27,,9610.00
18,23060,0033.01
6,42044,0218.07
1,13820,0303.05
37,25860,0115.01
47,32820,0211.38
42,21500,0021.00
48,23104,1139.12
6,40900,0074.19
2,21820,0013.00
53,45104,0725.04
55,20740,0008.01
12,45300,0254.09
13,12060,0208.02
17,41180,4030.02
12,45300,0263.00
36,35004,1584.07
12,45300,0265.00
6,31084,4329.01
12,45300,0266.01
6,40140,0425.19
12,45300,0268.04
35,10740,0002.07
22,12940,0024.00
8,17820,0064.00
21,,9602.00
12,45300,0268.09
18,,9916.00
20,,9560.00
6,41940,5102.00
12,45300,0268.17
12,45300,0269.04
23,12620,0270.00
42,37964,1014.03
6,31084,3002.00
9,25540,4155.00
17,16974,0619.00
45,,0105.00
27,33460,0604.01
12,45300,0269.09
25,14484,0917.00
23,38860,0054.00
41,38900,0075.00
17,,9531.00
12,45300,0271.01
6,36084,4276.00
12,45300,0271.05
39,41780,0417.00
26,19804,5743.00
26,19804,5412.00
12,27260,0303.02
6,40140,0449.16
12,22744,0104.02
12,22744,0421.00
25,15764,3161.02
17,16974,2524.00
42,37964,2069.04
6,31084,1952.00
32,29820,0034.21
24,13644,7006.04
20,,9583.00
44,39300,0105.02
12,22744,0101.02
26,47644,2405.00
12,22744,0420.00
12,22744,0422.00
2,11260,0028.21
17,16974,8223.02
12,22744,0431.00
6,41884,6008.00
24,47894,8049.00
25,15764,3563.00
12,36740,0150.02
6,36084,3350.00
15,26180,0067.02
6,31084,8004.04
13,,0094.01
13,12060,0805.05
12,22744,0506.00
12,33124,0046.02
6,31084,6003.01
53,42644,0304.01
6,23420,0055.09
26,19804,5371.00
12,37460,0015.01
36,35644,0661.00
12,37460,0016.00
24,12580,0703.00
6,12540,0044.02
12,14600,0001.03
20,45820,0036.01
12,37460,0017.00
17,29404,8618.03
12,37460,0018.00
12,37460,0023.00
36,45060,0017.01
29,28140,0211.01
10,,0506.01
18,23844,0502.02
12,33124,0049.01
1,,9737.00
48,26420,2503.00
39,17460,2037.00
6,36084,4005.00
17,16974,8135.00
44,39300,0223.00
12,33124,0051.00
18,26900,3420.00
32,39900,0026.06
42,21500,0008.00
17,16974,8039.01
12,33124,0052.02
12,33124,0053.02
53,42644,0102.00
6,31084,5402.03
72,41900,8401.00
12,45300,0273.11
26,,0413.00
12,45300,0273.14
12,36740,0164.11
20,45820,0039.02
12,45300,0274.03
37,11700,0012.00
12,45300,0275.01
21,31140,0212.00
51,,0003.00
12,45300,0275.02
34,36140,0218.02
37,24660,0307.00
12,45300,0276.01
29,44180,0002.00
4,46060,0044.04
12,29460,0106.02
12,45300,0278.00
47,27180,0016.04
12,45300,0407.00
6,31084,1284.00
12,45300,0280.01
6,40140,0432.20
12,45300,0280.02
12,45300,0281.01
13,,9801.98
48,23104,1055.02
8,17820,0046.00
26,47644,2270.00
12,45300,0114.11
6,36084,3552.00
12,45300,0014.00
12,45300,0024.00
53,42644,0416.01
18,43780,0113.01
24,13644,7011.02
17,16974,0625.00
13,12060,1703.02
19,11180,0008.00
12,45300,0031.00
17,41180,5016.02
6,31084,5742.01
12,36740,0409.00
49,41620,1123.01
17,37900,0043.00
12,45300,0032.00
49,,9725.00
51,47894,4202.00
12,45300,0041.00
72,10380,4005.00
12,33124,0054.02
48,15180,0106.01
12,33124,0055.01
12,33124,0055.02
12,33124,0057.01
4,38060,3199.08
32,29820,0053.31
17,40420,0006.00
13,12060,0501.03
42,10900,0094.00
12,33124,0057.04
6,47300,0020.08
12,45300,0111.05
35,10740,0001.11
39,17460,1861.05
15,26180,0093.00
12,45300,0114.08
12,22744,0416.00
13,23580,0002.01
17,16974,5903.00
12,33124,0059.03
17,16974,6904.00
36,35644,0020.00
12,33124,0059.04
6,42044,1100.07
21,31140,0115.12
12,33124,0060.01
5,30780,0311.01
12,33124,0061.01
12,45300,0108.03
6,34900,2019.00
6,47300,0017.03
12,45300,0123.03
35,,
48,19124,0316.41
19,26980,9604.00
6,40140,0027.01
48,13140,0063.00
12,45300,0130.04
25,15764,3182.00
9,25540,3301.00
47,,9643.00
45,17900,0207.03
12,45300,0133.10
36,35644,0228.00
22,12940,9529.00
12,45300,0139.12
55,33340,0132.00
34,35644,0321.01
42,37964,3047.00
36,10580,0608.00
12,36740,0171.04
21,31140,0050.00
5,38220,0021.04
6,31084,4066.01
12,45300,0140.03
17,14060,0003.01
6,42044,0866.01
24,13644,7059.01
10,48864,0135.04
25,37764,2069.00
15,26180,0107.01
32,29820,0034.12
36,35644,0602.00
12,45300,0132.07
20,,9621.00
21,31140,0003.00
6,41740,0186.09
12,45300,0301.00
6,41940,5009.01
17,16580,0056.00
18,21140,0025.00
51,13980,0201.00
36,45060,0154.00
41,41420,0203.01
17,16974,2910.00
32,29820,0035.00
12,45300,0310.05
53,42644,0041.00
48,23104,1115.39
12,33124,0017.02
13,12060,1707.00
6,41940,5029.06
13,12060,0232.09
6,41740,0170.33
12,33124,0063.01
17,16974,8246.01
37,25860,0115.02
12,33124,0064.01
49,41620,1128.14
12,33124,0065.00
6,41884,6135.02
13,12060,0303.27
51,40060,1008.06
42,27780,0005.00
17,16974,6111.00
53,45104,0610.01
27,33460,0710.01
17,16974,8426.03
42,37964,1032.00
13,12260,0004.00
18,23844,0432.02
18,,0109.02
12,45300,0223.01
12,45300,0224.01
31,36540,0070.02
51,47260,0028.00
1,33860,9812.00
42,38300,8025.00
42,42540,2113.01
12,45300,0250.14
1,19460,0055.00
12,33124,0067.02
12,36740,0159.02
34,35084,3727.00
6,41884,0263.03
17,29404,8641.07
18,23844,0501.02
12,45300,0251.11
4,38060,0614.00
12,33124,0068.00
12,33124,0069.00
35,10740,0032.02
12,38940,0007.00
48,19124,0216.05
12,33124,0070.01
39,44220,0031.02
8,,0084.02
39,17460,1712.03
20,,9526.00
36,10580,0618.00
13,12060,0311.05
27,33460,0347.01
12,45300,0273.16
41,38900,0092.01
23,,0107.00
41,21660,0027.00
12,45300,0284.02
22,43340,0245.02
12,45300,0046.00
26,19804,5304.00
6,44700,0054.04
6,31084,5545.21
20,48620,0032.00
12,29460,0119.05
39,17460,1782.01
17,16974,2839.00
22,35380,0033.01
12,33124,0076.03
51,47260,0408.01
12,45300,0209.00
21,31140,0091.04
20,,9935.00
12,33124,0078.02
42,29540,0135.03
12,22744,0104.03
34,45940,0027.01
12,45300,0254.10
27,33460,1030.00
18,43780,0118.00
54,48260,0317.00
6,31084,5040.02
12,33124,0079.02
47,34980,0154.02
25,49340,7304.01
12,33124,0082.01
17,41180,9566.00
72,41980,1802.02
12,45300,0251.16
40,36420,1005.00
39,18140,0502.00
12,33124,0083.07
12,45300,0030.00
56,16220,0014.01
12,33124,0084.07
25,14484,4561.02
12,45300,0103.03
12,33124,0084.12
12,14600,0007.03
25,14484,4178.02
17,16974,0015.00
6,41740,0139.07
12,36740,0142.00
72,41980,0309.01
12,15980,0019.07
53,45104,0720.00
8,19740,0070.22
34,35644,0581.00
12,33124,0085.02
16,14260,0015.00
12,33124,0002.04
56,16220,0004.00
18,26900,3202.04
12,45300,0133.07
26,47644,1844.00
33,,0340.00
56,,0001.00
8,19740,0142.01
26,29620,0052.02
17,16974,2429.00
26,19804,5990.00
18,,9539.00
12,33124,0087.00
12,33124,0088.03
48,18580,0026.00
25,15764,3703.00
19,19780,0110.23
22,12940,0310.00
45,16700,0019.01
48,,1918.05
12,33124,0090.08
6,36084,4506.01
12,33124,0090.10
17,,0010.01
12,33124,0090.11
12,33124,0090.13
9,25540,4874.00
6,31084,1237.00
13,12060,1404.05
17,41180,5014.00
12,33124,0092.00
12,33124,0093.04
12,37340,0691.00
12,33124,0093.07
45,22500,0103.00
6,36084,3592.04
12,33124,0102.04
12,33124,0093.10
17,19500,0029.01
12,33124,0094.00
39,26580,0514.00
12,37340,0713.22
6,41740,0119.02
1,26620,0014.00
12,33124,0095.02
24,12580,1505.00
12,33124,0099.01
53,42644,0416.08
12,33124,0099.03
19,16300,0012.00
51,47260,0032.00
12,33124,0100.01
48,41700,1905.02
4,38060,3200.02
12,37860,0001.00
18,26900,3201.09
12,22744,0102.00
12,45300,0102.04
29,41180,1081.00
20,45820,0026.01
21,,9908.00
19,26980,0013.00
21,31140,0012.00
6,40900,0055.08
34,15804,6082.04
12,37860,0008.00
19,,0046.01
12,37860,0010.01
13,12060,0004.00
12,37860,0011.01
17,16974,8462.06
33,,9708.00
32,29820,0058.04
12,37860,0012.02
36,45060,0209.02
6,41740,0126.00
13,12060,0115.01
18,26900,3101.08
27,33460,0369.00
13,12060,0313.10
12,37860,0017.00
34,35084,0305.00
6,31084,2352.01
13,12060,0234.12
12,37860,0021.00
17,16974,2512.00
50,,9572.00
12,37860,0022.00
45,17900,0210.17
47,32820,0217.41
22,35380,0218.02
12,33124,0100.06
6,31084,1047.02
26,19804,5404.00
12,36740,0104.00
12,45300,0039.00
18,23060,0108.09
27,33460,1002.04
6,41884,6080.13
12,37860,0026.00
47,,1302.00
26,24340,0111.01
20,45820,0016.01
22,,0318.00
37,16740,0039.01
12,37860,0027.02
12,22744,0106.06
12,37860,0028.02
6,42020,0107.03
47,16860,0503.00
8,17820,0021.02
12,23020,0203.00
26,34740,0036.00
18,,0506.01
36,40380,0096.01
25,49340,7551.00
12,22744,0701.02
20,28140,0448.03
31,,9656.00
6,31084,3020.02
12,37860,0028.03
41,21660,0004.02
6,40140,0314.02
1,,9860.00
12,37860,0032.01
17,29404,8601.03
39,10420,5314.02
6,41940,5120.34
21,17300,2009.00
17,16974,6502.00
18,,9573.00
12,37860,0032.02
12,37860,0033.01
40,46140,0507.02
17,16974,2514.00
39,15940,7138.00
26,27100,0011.00
13,12060,0406.13
12,48424,0054.03
9,14860,0352.00
24,12580,0101.00
16,,9705.00
44,39300,0407.00
12,33124,0101.24
48,32580,0243.02
31,36540,0030.00
12,37860,0035.02
12,37860,0036.02
13,12060,0506.00
1,33660,0046.00
12,37860,0036.05
48,26420,3435.00
15,26180,0075.03
12,37860,0103.00
36,35004,4154.02
42,37964,3021.01
12,37860,0104.00
17,16974,8093.00
5,30780,0308.00
72,38660,0714.01
17,16974,2601.00
48,26420,3421.00
12,37860,0106.00
27,33460,0267.16
44,39300,0121.01
36,,0728.00
18,31140,0603.00
36,10580,0605.02
42,25420,0254.00
37,15500,0202.00
27,31860,9703.00
12,33124,0083.06
12,37860,0107.05
23,,9901.00
6,31084,4311.00
42,38300,1607.00
12,37860,0107.06
12,37860,0108.02
12,33124,0101.34
31,,9741.00
8,19740,0092.03
12,14600,0002.00
72,,9541.00
12,37860,0108.05
18,26900,3102.02
26,24340,0114.01
12,37860,0108.07
9,25540,5110.00
55,31540,0118.00
8,,9746.00
39,17460,3122.02
12,33124,0101.38
12,33124,0101.36
23,,9864.00
36,35644,0105.03
12,38940,0020.02
12,,0068.02
12,33124,0101.39
53,45104,0704.01
55,33340,2014.02
6,41940,5123.08
12,36740,0151.03
12,33124,0101.44
29,44180,0201.01
6,41740,0085.11
42,42540,2155.03
20,,9794.00
17,,9653.00
12,33124,0101.47
6,31084,9203.29
12,33124,0101.48
42,37964,0282.00
12,14600,0027.12
12,33124,0101.50
36,35644,0132.01
12,33124,0101.51
8,19740,0114.00
12,33124,0101.52
6,31084,4813.00
33,40484,0660.00
17,29404,8610.08
6,31084,9102.06
6,37100,0045.04
12,33124,0101.54
21,,0087.00
12,33124,0101.62
47,32820,0055.00
6,42044,0994.15
37,39580,0535.05
12,33124,0101.63
12,33124,0101.67
47,16860,0010.00
34,20764,7251.00
12,33124,0101.69
4,38060,4222.10
5,22900,0103.01
32,29820,0029.55
12,33124,0101.70
24,47894,8012.07
12,33124,0101.71
22,35380,0012.00
44,39300,0144.00
36,15380,0009.00
26,19804,5845.00
12,45300,0119.01
12,33124,0101.74
18,23060,0115.02
4,38060,1103.00
12,33124,0102.06
36,,9516.00
12,33124,0103.00
1,33660,0025.01
26,43780,0011.00
42,,0312.03
12,33124,0104.00
12,45300,0053.00
39,,9956.00
24,47894,8014.05
17,16974,3504.00
15,26180,0107.02
12,45300,0129.00
6,31084,5037.01
12,33124,0106.05
17,16974,0614.00
12,33124,0106.06
12,,9704.00
27,33460,0607.35
40,,9590.00
12,33124,0106.07
39,17460,2025.00
12,33124,0107.02
12,33124,0107.04
31,36540,0067.04
12,37860,0024.00
12,,9501.00
12,33124,0108.00
12,33124,0110.03
12,33124,0111.00
51,47894,9014.05
12,33124,0112.01
12,29460,0141.22
12,33124,0112.02
19,26980,0018.00
36,35644,0865.00
6,12540,0032.04
12,33124,0114.01
12,33124,0115.00
36,40380,0018.00
6,40140,0039.00
12,33124,0001.06
28,,0020.00
12,33124,0001.08
36,10580,0327.00
17,16974,8036.06
20,28140,0714.00
53,,9757.00
36,35644,0276.00
12,33124,0001.16
50,15540,0022.00
48,12420,0212.02
46,,9532.00
48,19124,0137.21
12,33124,0002.05
36,40380,0041.00
12,15980,0101.02
26,,0503.00
12,33124,0002.06
12,33124,0003.01
11,47894,0070.00
36,35644,0053.02
12,33124,0004.01
42,37964,0366.00
12,33124,0004.05
12,33124,0004.06
6,23420,0037.00
17,16974,4403.00
18,,9532.00
12,33124,0004.07
24,12580,4005.00
6,46700,2510.00
12,33124,0005.02
17,,8464.01
21,31140,0121.06
17,29404,8644.10
56,,9630.00
19,19340,0135.00
6,41740,0038.00
27,33460,0704.06
6,40140,0048.00
18,45460,0110.00
12,,0003.02
6,31084,4318.00
12,33124,0006.01
21,36980,0017.01
12,33124,0007.04
37,25860,0313.00
18,26900,3226.00
39,17460,1831.00
26,47644,1576.00
6,31084,3007.02
42,37964,4057.00
55,24580,0013.00
48,23104,1028.00
17,16974,0301.00
12,33124,0015.02
49,39340,0007.07
12,42260,0008.03
12,33124,0022.01
6,41940,5033.12
36,35644,0837.00
37,22180,0001.00
25,15764,3741.00
39,18140,0003.20
37,49180,0038.03
12,33124,0022.02
6,31084,2114.10
72,49500,7505.02
6,37100,0055.04
8,24540,0004.01
17,16974,4404.00
26,47644,2410.00
12,33124,0038.02
26,47644,7448.00
12,33124,0039.01
4,,0021.00
36,,9629.00
17,41180,4012.00
47,28940,0036.00
51,40060,0605.00
40,,0002.01
12,33124,0001.12
12,45300,0017.00
12,33124,0002.03
48,26420,6806.00
6,31084,5503.00
39,17140,0243.03
18,34620,0003.00
12,33124,0011.01
48,26420,5335.00
42,27780,0124.00
39,17460,1527.03
12,39460,0202.01
12,33124,0002.10
72,10380,4304.01
72,49500,7403.00
33,31700,0018.00
12,33124,0010.05
34,35084,0380.00
8,24540,0014.04
51,47894,4208.00
37,27340,0017.00
12,42260,0026.03
37,,0704.00
12,33124,0006.02
13,12060,0406.06
18,43780,0124.00
17,16974,6715.00
18,21780,0105.00
12,33124,0007.07
36,24020,0802.00
36,,0352.00
12,33124,0025.00
48,26420,6916.00
12,14600,0012.01
48,13140,0066.00
12,33124,0003.05
17,16974,8157.01
4,38060,1167.27
17,16580,0005.00
6,41884,6107.00
72,41980,0317.01
6,41500,0124.01
12,33124,0007.03
34,20764,0077.04
24,13644,7518.00
12,33124,0007.08
29,41180,1113.00
17,,9501.00
6,12540,0020.00
48,26420,3305.00
72,41980,2402.02
36,35004,1233.01
42,37964,0252.00
12,33124,0024.02
12,33124,0027.02
25,12700,0141.00
12,33124,0030.01
48,12420,9502.00
17,16974,8400.00
16,38540,9802.00
19,16300,0108.00
39,17140,0314.00
12,33124,0075.02
1,33860,0304.00
12,45300,0073.00
12,38940,0002.00
26,47644,1678.00
39,,9538.00
17,16974,1504.00
29,28140,0150.00
47,28700,0429.00
12,38940,0010.00
12,38940,0011.01
26,29620,0214.00
23,38860,0160.00
17,16974,8113.02
12,38940,0013.01
12,38940,0014.03
25,38340,9007.00
9,35980,6909.00
48,26420,5430.00
21,31140,0209.00
48,19124,0203.05
12,38940,0014.04
12,38940,0014.05
15,,0405.00
6,31084,6013.01
17,,9636.00
41,32780,0003.00
17,16974,0018.00
26,47644,1579.00
22,35380,0205.09
12,45300,0219.00
12,36740,0310.00
34,35084,0209.02
12,38940,0013.00
12,27260,0162.00
39,18140,0117.20
21,,0208.00
21,31140,0115.04
21,31140,0113.02
12,38940,0016.01
12,38940,0016.02
13,40660,0019.00
9,14860,0808.00
17,16974,6703.00
6,42044,0754.04
12,38940,0016.03
49,36260,2019.00
18,23060,0119.00
6,31084,5355.01
55,24580,0201.00
47,,0308.00
12,38940,0017.02
12,38940,0018.02
6,37100,0074.04
17,16974,8081.00
18,26900,3412.00
12,38940,0020.03
12,38940,0020.05
6,42044,1100.06
42,37964,1055.07
12,42260,0019.06
19,43580,0005.00
8,17820,0025.02
49,41620,1105.00
20,,9936.00
12,38940,0021.02
12,38940,0021.04
49,39340,0102.02
36,35644,0707.00
6,41940,5001.00
24,12580,2506.00
6,23420,0048.00
13,12060,0504.17
16,,0057.00
26,29620,0110.01
12,23020,0201.00
26,19804,5592.00
25,49340,7306.00
34,35644,0582.00
55,29404,0018.00
24,13644,7010.03
12,33124,0010.04
34,35084,0360.00
12,23020,0205.00
12,23020,0206.00
22,35380,0407.08
48,,1801.03
26,47644,2215.00
12,23020,0207.00
8,19740,0070.72
1,33660,0016.00
6,40140,0420.09
12,23020,0217.00
19,,0504.00
6,41884,0252.00
